# Modern Legacy BlockId Metadata
{Name:'minecraft:poppy'} {Name:'minecraft:red_flower',Properties:{type:'poppy'}} 38 0
{Name:'minecraft:blue_orchid'} {Name:'minecraft:red_flower',Properties:{type:'blue_orchid'}} 38 1
{Name:'minecraft:allium'} {Name:'minecraft:red_flower',Properties:{type:'allium'}} 38 2
{Name:'minecraft:azure_bluet'} {Name:'minecraft:red_flower',Properties:{type:'houstonia'}} 38 3
{Name:'minecraft:red_tulip'} {Name:'minecraft:red_flower',Properties:{type:'red_tulip'}} 38 4
{Name:'minecraft:orange_tulip'} {Name:'minecraft:red_flower',Properties:{type:'orange_tulip'}} 38 5
{Name:'minecraft:white_tulip'} {Name:'minecraft:red_flower',Properties:{type:'white_tulip'}} 38 6
{Name:'minecraft:pink_tulip'} {Name:'minecraft:red_flower',Properties:{type:'pink_tulip'}} 38 7
{Name:'minecraft:oxeye_daisy'} {Name:'minecraft:red_flower',Properties:{type:'oxeye_daisy'}} 38 8
{Name:'minecraft:brown_mushroom'} {Name:'minecraft:brown_mushroom'} 39 0
{Name:'minecraft:red_mushroom'} {Name:'minecraft:red_mushroom'} 40 0
{Name:'minecraft:gold_block'} {Name:'minecraft:gold_block'} 41 0
{Name:'minecraft:iron_block'} {Name:'minecraft:iron_block'} 42 0
{Name:'minecraft:stone_slab',Properties:{type:'double'}} {Name:'minecraft:double_stone_slab',Properties:{seamless:'false',variant:'stone'}} 43 0
{Name:'minecraft:sandstone_slab',Properties:{type:'double'}} {Name:'minecraft:double_stone_slab',Properties:{seamless:'false',variant:'sandstone'}} 43 1
{Name:'minecraft:petrified_oak_slab',Properties:{type:'double'}} {Name:'minecraft:double_stone_slab',Properties:{seamless:'false',variant:'wood_old'}} 43 2
{Name:'minecraft:cobblestone_slab',Properties:{type:'double'}} {Name:'minecraft:double_stone_slab',Properties:{seamless:'false',variant:'cobblestone'}} 43 3
{Name:'minecraft:brick_slab',Properties:{type:'double'}} {Name:'minecraft:double_stone_slab',Properties:{seamless:'false',variant:'brick'}} 43 4
{Name:'minecraft:stone_brick_slab',Properties:{type:'double'}} {Name:'minecraft:double_stone_slab',Properties:{seamless:'false',variant:'stone_brick'}} 43 5
{Name:'minecraft:nether_brick_slab',Properties:{type:'double'}} {Name:'minecraft:double_stone_slab',Properties:{seamless:'false',variant:'nether_brick'}} 43 6
{Name:'minecraft:quartz_slab',Properties:{type:'double'}} {Name:'minecraft:double_stone_slab',Properties:{seamless:'false',variant:'quartz'}} 43 7
{Name:'minecraft:smooth_stone'} {Name:'minecraft:double_stone_slab',Properties:{seamless:'true',variant:'stone'}} 43 8
{Name:'minecraft:smooth_sandstone'} {Name:'minecraft:double_stone_slab',Properties:{seamless:'true',variant:'sandstone'}} 43 9
{Name:'minecraft:smooth_quartz'} {Name:'minecraft:double_stone_slab',Properties:{seamless:'true',variant:'quartz'}} 43 15
{Name:'minecraft:stone_slab',Properties:{type:'bottom'}} {Name:'minecraft:stone_slab',Properties:{half:'bottom',variant:'stone'}} 44 0
{Name:'minecraft:sandstone_slab',Properties:{type:'bottom'}} {Name:'minecraft:stone_slab',Properties:{half:'bottom',variant:'sandstone'}} 44 1
{Name:'minecraft:petrified_oak_slab',Properties:{type:'bottom'}} {Name:'minecraft:stone_slab',Properties:{half:'bottom',variant:'wood_old'}} 44 2
{Name:'minecraft:cobblestone_slab',Properties:{type:'bottom'}} {Name:'minecraft:stone_slab',Properties:{half:'bottom',variant:'cobblestone'}} 44 3
{Name:'minecraft:brick_slab',Properties:{type:'bottom'}} {Name:'minecraft:stone_slab',Properties:{half:'bottom',variant:'brick'}} 44 4
{Name:'minecraft:stone_brick_slab',Properties:{type:'bottom'}} {Name:'minecraft:stone_slab',Properties:{half:'bottom',variant:'stone_brick'}} 44 5
{Name:'minecraft:nether_brick_slab',Properties:{type:'bottom'}} {Name:'minecraft:stone_slab',Properties:{half:'bottom',variant:'nether_brick'}} 44 6
{Name:'minecraft:quartz_slab',Properties:{type:'bottom'}} {Name:'minecraft:stone_slab',Properties:{half:'bottom',variant:'quartz'}} 44 7
{Name:'minecraft:stone_slab',Properties:{type:'top'}} {Name:'minecraft:stone_slab',Properties:{half:'top',variant:'stone'}} 44 8
{Name:'minecraft:sandstone_slab',Properties:{type:'top'}} {Name:'minecraft:stone_slab',Properties:{half:'top',variant:'sandstone'}} 44 9
{Name:'minecraft:petrified_oak_slab',Properties:{type:'top'}} {Name:'minecraft:stone_slab',Properties:{half:'top',variant:'wood_old'}} 44 10
{Name:'minecraft:cobblestone_slab',Properties:{type:'top'}} {Name:'minecraft:stone_slab',Properties:{half:'top',variant:'cobblestone'}} 44 11
{Name:'minecraft:brick_slab',Properties:{type:'top'}} {Name:'minecraft:stone_slab',Properties:{half:'top',variant:'brick'}} 44 12
{Name:'minecraft:stone_brick_slab',Properties:{type:'top'}} {Name:'minecraft:stone_slab',Properties:{half:'top',variant:'stone_brick'}} 44 13
{Name:'minecraft:nether_brick_slab',Properties:{type:'top'}} {Name:'minecraft:stone_slab',Properties:{half:'top',variant:'nether_brick'}} 44 14
{Name:'minecraft:quartz_slab',Properties:{type:'top'}} {Name:'minecraft:stone_slab',Properties:{half:'top',variant:'quartz'}} 44 15
{Name:'minecraft:bricks'} {Name:'minecraft:brick_block'} 45 0
{Name:'minecraft:tnt',Properties:{unstable:'false'}} {Name:'minecraft:tnt',Properties:{explode:'false'}} 46 0
{Name:'minecraft:tnt',Properties:{unstable:'true'}} {Name:'minecraft:tnt',Properties:{explode:'true'}} 46 1
{Name:'minecraft:bookshelf'} {Name:'minecraft:bookshelf'} 47 0
{Name:'minecraft:mossy_cobblestone'} {Name:'minecraft:mossy_cobblestone'} 48 0
{Name:'minecraft:obsidian'} {Name:'minecraft:obsidian'} 49 0
{Name:'minecraft:wall_torch',Properties:{facing:'east'}} {Name:'minecraft:torch',Properties:{facing:'east'}} 50 1
{Name:'minecraft:wall_torch',Properties:{facing:'west'}} {Name:'minecraft:torch',Properties:{facing:'west'}} 50 2
{Name:'minecraft:wall_torch',Properties:{facing:'south'}} {Name:'minecraft:torch',Properties:{facing:'south'}} 50 3
{Name:'minecraft:wall_torch',Properties:{facing:'north'}} {Name:'minecraft:torch',Properties:{facing:'north'}} 50 4
{Name:'minecraft:torch'} {Name:'minecraft:torch',Properties:{facing:'up'}} 50 5
{Name:'minecraft:fire',Properties:{age:'0'}} {Name:'minecraft:fire',Properties:{age:'0'}} 51 0
{Name:'minecraft:fire',Properties:{age:'1'}} {Name:'minecraft:fire',Properties:{age:'1'}} 51 1
{Name:'minecraft:fire',Properties:{age:'2'}} {Name:'minecraft:fire',Properties:{age:'2'}} 51 2
{Name:'minecraft:fire',Properties:{age:'3'}} {Name:'minecraft:fire',Properties:{age:'3'}} 51 3
{Name:'minecraft:fire',Properties:{age:'4'}} {Name:'minecraft:fire',Properties:{age:'4'}} 51 4
{Name:'minecraft:fire',Properties:{age:'5'}} {Name:'minecraft:fire',Properties:{age:'5'}} 51 5
{Name:'minecraft:fire',Properties:{age:'6'}} {Name:'minecraft:fire',Properties:{age:'6'}} 51 6
{Name:'minecraft:fire',Properties:{age:'7'}} {Name:'minecraft:fire',Properties:{age:'7'}} 51 7
{Name:'minecraft:fire',Properties:{age:'8'}} {Name:'minecraft:fire',Properties:{age:'8'}} 51 8
{Name:'minecraft:fire',Properties:{age:'9'}} {Name:'minecraft:fire',Properties:{age:'9'}} 51 9
{Name:'minecraft:fire',Properties:{age:'10'}} {Name:'minecraft:fire',Properties:{age:'10'}} 51 10
{Name:'minecraft:fire',Properties:{age:'11'}} {Name:'minecraft:fire',Properties:{age:'11'}} 51 11
{Name:'minecraft:fire',Properties:{age:'12'}} {Name:'minecraft:fire',Properties:{age:'12'}} 51 12
{Name:'minecraft:fire',Properties:{age:'13'}} {Name:'minecraft:fire',Properties:{age:'13'}} 51 13
{Name:'minecraft:fire',Properties:{age:'14'}} {Name:'minecraft:fire',Properties:{age:'14'}} 51 14
{Name:'minecraft:fire',Properties:{age:'15'}} {Name:'minecraft:fire',Properties:{age:'15'}} 51 15
{Name:'minecraft:spawner'} {Name:'minecraft:mob_spawner'} 52 0
{Name:'minecraft:oak_stairs',Properties:{facing:'east',half:'bottom'}} {Name:'minecraft:oak_stairs',Properties:{facing:'east',half:'bottom',shape:'inner_left'}} 53 0
{Name:'minecraft:oak_stairs',Properties:{facing:'west',half:'bottom'}} {Name:'minecraft:oak_stairs',Properties:{facing:'west',half:'bottom',shape:'inner_left'}} 53 1
{Name:'minecraft:oak_stairs',Properties:{facing:'south',half:'bottom'}} {Name:'minecraft:oak_stairs',Properties:{facing:'south',half:'bottom',shape:'inner_left'}} 53 2
{Name:'minecraft:oak_stairs',Properties:{facing:'north',half:'bottom'}} {Name:'minecraft:oak_stairs',Properties:{facing:'north',half:'bottom',shape:'inner_left'}} 53 3
{Name:'minecraft:oak_stairs',Properties:{facing:'east',half:'top'}} {Name:'minecraft:oak_stairs',Properties:{facing:'east',half:'top',shape:'inner_left'}} 53 4
{Name:'minecraft:oak_stairs',Properties:{facing:'west',half:'top'}} {Name:'minecraft:oak_stairs',Properties:{facing:'west',half:'top',shape:'inner_left'}} 53 5
{Name:'minecraft:oak_stairs',Properties:{facing:'south',half:'top'}} {Name:'minecraft:oak_stairs',Properties:{facing:'south',half:'top',shape:'inner_left'}} 53 6
{Name:'minecraft:oak_stairs',Properties:{facing:'north',half:'top'}} {Name:'minecraft:oak_stairs',Properties:{facing:'north',half:'top',shape:'inner_left'}} 53 7
{Name:'minecraft:chest',Properties:{facing:'north'}} {Name:'minecraft:chest',Properties:{facing:'north'}} 54 2
{Name:'minecraft:chest',Properties:{facing:'south'}} {Name:'minecraft:chest',Properties:{facing:'south'}} 54 3
{Name:'minecraft:chest',Properties:{facing:'west'}} {Name:'minecraft:chest',Properties:{facing:'west'}} 54 4
{Name:'minecraft:chest',Properties:{facing:'east'}} {Name:'minecraft:chest',Properties:{facing:'east'}} 54 5
{Name:'minecraft:redstone_wire',Properties:{power:'0'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'0',south:'none',west:'none'}} 55 0
{Name:'minecraft:redstone_wire',Properties:{power:'1'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'1',south:'none',west:'none'}} 55 1
{Name:'minecraft:redstone_wire',Properties:{power:'2'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'2',south:'none',west:'none'}} 55 2
{Name:'minecraft:redstone_wire',Properties:{power:'3'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'3',south:'none',west:'none'}} 55 3
{Name:'minecraft:redstone_wire',Properties:{power:'4'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'4',south:'none',west:'none'}} 55 4
{Name:'minecraft:redstone_wire',Properties:{power:'5'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'5',south:'none',west:'none'}} 55 5
{Name:'minecraft:redstone_wire',Properties:{power:'6'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'6',south:'none',west:'none'}} 55 6
{Name:'minecraft:redstone_wire',Properties:{power:'7'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'7',south:'none',west:'none'}} 55 7
{Name:'minecraft:redstone_wire',Properties:{power:'8'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'8',south:'none',west:'none'}} 55 8
{Name:'minecraft:redstone_wire',Properties:{power:'9'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'9',south:'none',west:'none'}} 55 9
{Name:'minecraft:redstone_wire',Properties:{power:'10'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'10',south:'none',west:'none'}} 55 10
{Name:'minecraft:redstone_wire',Properties:{power:'11'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'11',south:'none',west:'none'}} 55 11
{Name:'minecraft:redstone_wire',Properties:{power:'12'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'12',south:'none',west:'none'}} 55 12
{Name:'minecraft:redstone_wire',Properties:{power:'13'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'13',south:'none',west:'none'}} 55 13
{Name:'minecraft:redstone_wire',Properties:{power:'14'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'14',south:'none',west:'none'}} 55 14
{Name:'minecraft:redstone_wire',Properties:{power:'15'}} {Name:'minecraft:redstone_wire',Properties:{east:'none',north:'none',power:'15',south:'none',west:'none'}} 55 15
{Name:'minecraft:diamond_ore'} {Name:'minecraft:diamond_ore'} 56 0
{Name:'minecraft:diamond_block'} {Name:'minecraft:diamond_block'} 57 0
{Name:'minecraft:crafting_table'} {Name:'minecraft:crafting_table'} 58 0
{Name:'minecraft:wheat',Properties:{age:'0'}} {Name:'minecraft:wheat',Properties:{age:'0'}} 59 0
{Name:'minecraft:wheat',Properties:{age:'1'}} {Name:'minecraft:wheat',Properties:{age:'1'}} 59 1
{Name:'minecraft:wheat',Properties:{age:'2'}} {Name:'minecraft:wheat',Properties:{age:'2'}} 59 2
{Name:'minecraft:wheat',Properties:{age:'3'}} {Name:'minecraft:wheat',Properties:{age:'3'}} 59 3
{Name:'minecraft:wheat',Properties:{age:'4'}} {Name:'minecraft:wheat',Properties:{age:'4'}} 59 4
{Name:'minecraft:wheat',Properties:{age:'5'}} {Name:'minecraft:wheat',Properties:{age:'5'}} 59 5
{Name:'minecraft:wheat',Properties:{age:'6'}} {Name:'minecraft:wheat',Properties:{age:'6'}} 59 6
{Name:'minecraft:wheat',Properties:{age:'7'}} {Name:'minecraft:wheat',Properties:{age:'7'}} 59 7
{Name:'minecraft:farmland',Properties:{moisture:'0'}} {Name:'minecraft:farmland',Properties:{moisture:'0'}} 60 0
{Name:'minecraft:farmland',Properties:{moisture:'1'}} {Name:'minecraft:farmland',Properties:{moisture:'1'}} 60 1
{Name:'minecraft:farmland',Properties:{moisture:'2'}} {Name:'minecraft:farmland',Properties:{moisture:'2'}} 60 2
{Name:'minecraft:farmland',Properties:{moisture:'3'}} {Name:'minecraft:farmland',Properties:{moisture:'3'}} 60 3
{Name:'minecraft:farmland',Properties:{moisture:'4'}} {Name:'minecraft:farmland',Properties:{moisture:'4'}} 60 4
{Name:'minecraft:farmland',Properties:{moisture:'5'}} {Name:'minecraft:farmland',Properties:{moisture:'5'}} 60 5
{Name:'minecraft:farmland',Properties:{moisture:'6'}} {Name:'minecraft:farmland',Properties:{moisture:'6'}} 60 6
{Name:'minecraft:farmland',Properties:{moisture:'7'}} {Name:'minecraft:farmland',Properties:{moisture:'7'}} 60 7
{Name:'minecraft:furnace',Properties:{facing:'north',lit:'false'}} {Name:'minecraft:furnace',Properties:{facing:'north'}} 61 2
{Name:'minecraft:furnace',Properties:{facing:'south',lit:'false'}} {Name:'minecraft:furnace',Properties:{facing:'south'}} 61 3
{Name:'minecraft:furnace',Properties:{facing:'west',lit:'false'}} {Name:'minecraft:furnace',Properties:{facing:'west'}} 61 4
{Name:'minecraft:furnace',Properties:{facing:'east',lit:'false'}} {Name:'minecraft:furnace',Properties:{facing:'east'}} 61 5
{Name:'minecraft:furnace',Properties:{facing:'north',lit:'true'}} {Name:'minecraft:lit_furnace',Properties:{facing:'north'}} 62 2
{Name:'minecraft:furnace',Properties:{facing:'south',lit:'true'}} {Name:'minecraft:lit_furnace',Properties:{facing:'south'}} 62 3
{Name:'minecraft:furnace',Properties:{facing:'west',lit:'true'}} {Name:'minecraft:lit_furnace',Properties:{facing:'west'}} 62 4
{Name:'minecraft:furnace',Properties:{facing:'east',lit:'true'}} {Name:'minecraft:lit_furnace',Properties:{facing:'east'}} 62 5
{Name:'minecraft:oak_sign',Properties:{rotation:'0'}} {Name:'minecraft:standing_sign',Properties:{rotation:'0'}} 63 0
{Name:'minecraft:oak_sign',Properties:{rotation:'1'}} {Name:'minecraft:standing_sign',Properties:{rotation:'1'}} 63 1
{Name:'minecraft:oak_sign',Properties:{rotation:'2'}} {Name:'minecraft:standing_sign',Properties:{rotation:'2'}} 63 2
{Name:'minecraft:oak_sign',Properties:{rotation:'3'}} {Name:'minecraft:standing_sign',Properties:{rotation:'3'}} 63 3
{Name:'minecraft:oak_sign',Properties:{rotation:'4'}} {Name:'minecraft:standing_sign',Properties:{rotation:'4'}} 63 4
{Name:'minecraft:oak_sign',Properties:{rotation:'5'}} {Name:'minecraft:standing_sign',Properties:{rotation:'5'}} 63 5
{Name:'minecraft:oak_sign',Properties:{rotation:'6'}} {Name:'minecraft:standing_sign',Properties:{rotation:'6'}} 63 6
{Name:'minecraft:oak_sign',Properties:{rotation:'7'}} {Name:'minecraft:standing_sign',Properties:{rotation:'7'}} 63 7
{Name:'minecraft:oak_sign',Properties:{rotation:'8'}} {Name:'minecraft:standing_sign',Properties:{rotation:'8'}} 63 8
{Name:'minecraft:oak_sign',Properties:{rotation:'9'}} {Name:'minecraft:standing_sign',Properties:{rotation:'9'}} 63 9
{Name:'minecraft:oak_sign',Properties:{rotation:'10'}} {Name:'minecraft:standing_sign',Properties:{rotation:'10'}} 63 10
{Name:'minecraft:oak_sign',Properties:{rotation:'11'}} {Name:'minecraft:standing_sign',Properties:{rotation:'11'}} 63 11
{Name:'minecraft:oak_sign',Properties:{rotation:'12'}} {Name:'minecraft:standing_sign',Properties:{rotation:'12'}} 63 12
{Name:'minecraft:oak_sign',Properties:{rotation:'13'}} {Name:'minecraft:standing_sign',Properties:{rotation:'13'}} 63 13
{Name:'minecraft:oak_sign',Properties:{rotation:'14'}} {Name:'minecraft:standing_sign',Properties:{rotation:'14'}} 63 14
{Name:'minecraft:oak_sign',Properties:{rotation:'15'}} {Name:'minecraft:standing_sign',Properties:{rotation:'15'}} 63 15
{Name:'minecraft:oak_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:wooden_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'false',powered:'false'}} 64 0
{Name:'minecraft:oak_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:wooden_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'false',powered:'false'}} 64 1
{Name:'minecraft:oak_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:wooden_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'false',powered:'false'}} 64 2
{Name:'minecraft:oak_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:wooden_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'false',powered:'false'}} 64 3
{Name:'minecraft:oak_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:wooden_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'true',powered:'false'}} 64 4
